Code,Name,mainboard-intel,mainboard-amd,asrock,asus,gigabyte,intel,msi,supermicro,duoi-2trieu,2trieu-3trieu,3trieu-5trieu,5trieu-7trieu,7trieu-9trieu,9trieu-12trieu,12trieu-15trieu,tren-15trieu,intel-lga-1151,intel-lga-1151-v2,intel-lga-1200,intel-dual-lga-2011,intel-dual-lga-2011-v3,intel-lga-2066,intel-lga-3647,intel-dual-lga-3647,amd-am4-1-1,amd-tr4-1,amd-trx4,amd-strx4,mini-itx-1-1,u-atx,m-atx-1,atx-1-1,e-atx-1-1,eeb,ssi-eeb,ceb-1,intel-h110-lga-1151,intel-h310-lga-1151-v2,intel-h410-lga-1200,intel-b360-lga-1151-v2,intel-b365-lga-1151-v2,intel-b460-lga-1200,intel-z370-lga-1151-v2,intel-z390-lga-1151-v2,intel-z490-lga-1200,intel-c246-lga-1151-v2,intel-c232-lga-1151,intel-c242-lga-1151,intel-x99-lga-2011-v3,intel-x299-lga-2066,intel-c422-lga-2066,intel-c602-dual-lga-2011,intel-c612-dual-lga-2011-v3,intel-c621-dual-lga-3647,intel-c622-lga-3647,amd-a320-am4,amd-b350-am4,amd-b450-am4,amd-b550-am4,amd-x370-am4,amd-x570-am4,amd-x399-tr4,amd-trx40-trx4,2-khe-1,4-khe-1,8-khe-1,12-khe-1,16-khe-1
MBAR270,"Mainboard ASROCK B460M STEEL LEGEND (Intel B460, Socket 1200, m-ATX, 4 khe Ram DDR4)",Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS396,Mainboard MSI B460M-A PRO,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
MBAS593,"Mainboard ASUS ROG STRIX B550-E GAMING (AMD B550, Socket AM4, ATX, 4 khe RAM DRR4)",No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MBMS399,"Mainboard MSI B550M PRO-DASH (AMD B550, Socket AM4, m-ATX, 4 khe RAM DRR4)",No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MBGI511,"Mainboard GIGABYTE Z390 Aorus Ultra (Intel Z390, Socket 1151, ATX, 4 khe RAM DDR4)",Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAS494,"Mainboard ASUS PRIME H310M-E R2.0 (Intel H310, Socket 1151, m-ATX, 2 khe RAM DDR4)",Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MBGI583,"Mainboard Gigabyte W480 VISION W (W480, socket 1200, ATX, 4 khe RAM DDR4)",Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS378,"Mainboard MSI MPG Z490 GAMING EDGE WIFI (Intel Z490, Socket 1200, ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
HHTL734,"Mainboard MSI Z490-A PRO( Intel Z490, Socket 1200, ATX, 4 khe RAM DDR4) (HÀNG THANH LÝ MỚI 95% - MBMS377)",Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAR278,"Mainboard ASROCK B550M PRO4 (AMD B550, Socket AM4, m-ATX, 4 khe RAM DDR4)",No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MBAR280,"Mainboard ASROCK B550 STEEL LEGEND (AMD B550, Socket AM4, ATX, 4 khe RAM DDR4)",No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MBAS544,Mainboard Asus WS X299 SAGE,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
MBGI582,"Mainboard Gigabyte W480M VISION W (W480, socket 1200, mATX, 4 khe RAM DDR4)",Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAS565,"Mainboard ASUS ROG STRIX Z490-G (WI-FI) GAMING (Intel Z490, Socket 1200, m-ATX, 4 khe RAM DDR4)",Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBGI554,"Mainboard GIGABYTE Z490 AORUS MASTER (Intel Z490, Socket 1200, ATX, 4 khe RAM DDR4)",Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS380,"Mainboard MSI MAG B460M MORTAR WIFI (Intel B460, Socket 1200, m-ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAS590,"Mainboard ASUS PRIME H410M-E (Intel H410, Socket 1200, m-ATX, 2 khe Ram DDR4)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
MBAR233,"Mainboard ASROCK B365 Phantom Gaming 4 (Intel B365, Socket 1151, ATX, 4 khe RAM DDR4)",Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAS439,"Mainboard ASUS PRIME A320M-K (AMD A320, Socket AM4, ATX, 2 khe RAM DDR4)",No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
MBAS468,"Mainboard ASUS PRIME H310M-D (Intel H310, Socket 1151, m-ATX, 2 khe RAM DDR4)",Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
MBGI536,"Mainboard GIGABYTE B365M AORUS ELITE (Intel B365, Socket 1151, m-ATX, 4 khe RAM DDR4)",Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS327,"Mainboard MSI B450M BAZOOKA PLUS (AMD B450, Socket AM4, m-ATX, 4 khe RAM DDR4) ",No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
MBGI494,Mainboard Gigabyte B360M-D2V,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MBAR281,"Mainboard ASROCK B450M STEEL LEGEND (Pink Edition)  (AMD B450, Socket AM4, ATX, 4 khe RAM DDR4)",No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
MBGI562,"Mainboard GIGABYTE Z490 UD (Intel Z490, Socket 1200, ATX, 4 khe RAM DDR4)",Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAS583,"Mainboard ASUS TUF GAMING B460M-PLUS (WIFI) (Intel B460, Socket 1200, m-ATX, 4 khe Ram DDR4)",Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS381,"Mainboard MSI MAG B460M MORTAR (Intel B460, Socket 1200, m-ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAS591,"Mainboard ASUS PRIME H410M-K (Intel H410, Socket 1200, m-ATX, 2 khe Ram DDR4)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
MBMS386,"Mainboard MSI MAG B550 TOMAHAWK (AMD B550, Socket AM4, ATX, 4 khe RAM DDR4)",No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MBAR234,"Mainboard ASROCK B450M PRO 4-F (AMD B450M, Socket AM4, m-ATX, 4 khe RAM DDR4)",No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
MBGI538,"Mainboard GIGABYTE X570 - UD (AMD X570, Socket AM4, ATX, 4 khe RAM DDR4) ",No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
MBAS555,"Mainboard ASUS H310M PRIME H310M-CS R2.0 (Intel H310 , Socket 1151, m-ATX, 2 khe RAM DDR4)",No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
MBSM002,Mainboard Supermicro MBD-X10DAL-I-O,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
MBAS584,"Mainboard ASUS TUF GAMING B460M-PLUS (Intel B460, Socket 1200, m-ATX, 4 khe Ram DDR4)",Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS382,"Mainboard MSI MAG B460M BAZOOKA (Intel B460, Socket 1200, m-ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAR235,"Mainboard ASROCK B450M STEEL LEGEND (AMD B450, Socket AM4, m-ATX, 4 khe RAM DDR4)",No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
MBMS332,"Mainboard MSI B450M GAMING PLUS (AMD B450, Socket AM4, m-ATX, 2 khe RAM DDR4) ",No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MBAS464,Mainboard ASUS WS C422 PRO/SE ,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
MBMS362,"Mainboard MSI B450 GAMMING PLUS MAX (AMD B450, Socket AM4, m-ATX, 4 khe RAM DDR4) ",No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
MBAS561,"Mainboard ASUS ROG STRIX Z490-E GAMING (Intel Z490, Socket 1200, ATX, 4 khe RAM DDR4)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS377,"Mainboard MSI Z490-A PRO (Intel Z490, Socket 1200, ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS383,"Mainboard MSI B460M PRO-VDH WIFI (Intel B460, Socket 1200, m-ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
MBGI572,"Mainboard Gigabyte H410M-S2H (Intel H410, Socket 1200, m-ATX, 2 khe Ram DDR4)",Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MBGI506,"Mainboard GIGABYTE B450 AORUS PRO (AMD B450, Socket AM4, ATX, 4 khe RAM DDR4) ",No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
MBGI541,Mainboard Gigabyte C246M-WU4,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS337,"Mainboard MSI MAG Z390 TOMAHAWK  (Intel Z390, Socket 1151, ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS361,"Mainboard MSI B450M MORTAR MAX (AMD B450, Socket AM4, m-ATX, 4 khe RAM DDR4) ",No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
MBAS562,"Mainboard ASUS ROG STRIX Z490-F GAMING (Intel Z490, Socket 1200, ATX, 4 khe RAM DDR4)",Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS372,"Mainboard MSI MPG Z490 GAMING CARBON WIFI (Intel Z490, Socket 1200, ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAS586,"Mainboard ASUS PRIME B460M-K (Intel B460, Socket 1200, m-ATX, 2 khe Ram DDR4)",Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
MBMS384,"Mainboard MSI B460M PRO (Intel B460, Socket 1200, m-ATX, 2 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAR274,"Mainboard ASROCK B550 TAICHI (AMD B550, Socket AM4, ATX, 4 khe RAM DDR4)",No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MBGI584,"Mainboard Gigabyte B550I AORUS PRO AX (AMD B550, Socket AM4, Mini-ITX, 2 khe RAM DRR4)",No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
MBAR237,"Mainboard ASROCK X570 Steel Legend (AMD X570, Socket AM4, ATX, 4 khe RAM DDR4)",No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
MBMS338,"Mainboard MSI MPG Z390 GAMING PLUS (Intel Z390, Socket 1151, ATX, 4 khe RAM DDR4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBGI519,"Mainboard GIGABYTE Z390 Aorus Xtreme (Intel Z390, Socket 1151, ATX, 4 khe RAM DDR4)",Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAR231,"Mainboard ASROCK B365 - Pro4 (Intel B365, Socket 1151, m-ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAS430,"Mainboad ASUS STRIX B350F GAMING (AMD B350F, Socket AM4, ATX, 4 khe RAM DDR4)",No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
MBGI476,"Mainboard GIGABYTE A320M-DS2 (AMD A320, Socket AM4, m-ATX, 2 khe RAM DDR4) ",No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
MBAS519,"Mainboard ASUS ROG STRIX Z390-I GAMING (Intel Z390, Socket 1151, Mini ATX, 2 khe RAM DDR4)",Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MBAS458,Mainboard ASUS MAXIMUS X HERO WIFI,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBAS506,Mainboard ASUS WS Z390 PRO,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
MBMS366,"Mainboard MSI A320M-A PRO MAX (AMD A320, Socket AM4, m-ATX, 2 khe RAM DDR4) ",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
MBMS333,"Mainboard MSI MEG Z390 GODLIKE (Intel Z390, Socket 1151, E-ATX, 4 khe RAM DDR4)",Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
